ID_Cliente,Abandono,Genero,Adulto_Mayor,Socio,Dependientes,Meses_Permanencia,Servicio_Telefonico,Lineas_Multiples,Servicio_Internet,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Contrato,Facturacion_Electronica,Metodo_Pago,Cargos_Mensuales,Cuentas_Diarias,Cargos_Totales,Total_Servicios
0228-MAUWC,0.0,Masculino,0,0,0,19,1,Yes,DSL,No,No,Yes,Yes,No,No,Mensual,0,Cheque Electrónico,59.55,1.9849999999999999,1144.6,0.0
0229-LFJAF,0.0,Masculino,0,0,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Bienal,0,Transferencia Bancaria,69.65,2.3216666666666668,4908.25,0.0
0230-UBYPQ,0.0,Masculino,1,1,0,63,0,No phone service,DSL,Yes,No,No,Yes,No,No,Anual,0,Transferencia Bancaria,36.1,1.2033333333333334,2298.9,0.0
0230-WEQUW,0.0,Masculino,0,1,0,66,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Bienal,1,Transferencia Bancaria,56.6,1.8866666666666667,3789.2,0.0
0231-LXVAP,1.0,Masculino,0,0,0,1,1,No,Fibra Óptica,No,No,No,Yes,No,No,Mensual,1,Cheque Electrónico,75.9,2.5300000000000002,75.9,0.0
0233-FTHAV,0.0,Femenino,0,0,0,60,1,Yes,Fibra Óptica,No,No,Yes,No,No,No,Anual,1,Transferencia Bancaria,79.2,2.64,4765.0,0.0
0234-TEVTT,0.0,Femenino,0,1,1,48,0,No phone service,DSL,Yes,No,Yes,No,No,Yes,Anual,0,Tarjeta de Crédito,45.0,1.5,2196.3,0.0
0235-KGSLC,1.0,Femenino,0,0,0,1,1,No,Fibra Óptica,No,No,Yes,No,Yes,No,Mensual,1,Tarjeta de Crédito,85.55,2.8516666666666666,85.55,0.0
0236-HFWSV,1.0,Masculino,0,0,0,15,1,Yes,Fibra Óptica,No,No,No,No,Yes,Yes,Mensual,1,Cheque Electrónico,93.35,3.1116666666666664,1444.65,0.0
0237-YFUTL,0.0,Femenino,0,1,0,50,1,Yes,Fibra Óptica,Yes,Yes,No,Yes,Yes,Yes,Mensual,1,Transferencia Bancaria,109.65,3.6550000000000002,5405.8,0.0
0238-WHBIQ,0.0,Masculino,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bienal,0,Tarjeta de Crédito,89.7,2.99,6339.3,0.0
0239-OXEXL,0.0,Femenino,0,0,0,46,1,Yes,Fibra Óptica,Yes,Yes,No,No,No,No,Mensual,0,Cheque por Correo,84.25,2.808333333333333,3847.6,0.0
0244-LGNFY,0.0,Femenino,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bienal,0,Transferencia Bancaria,92.65,3.0883333333333334,6733.0,0.0
0247-SLUJI,0.0,Masculino,0,1,1,1,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Cheque por Correo,19.7,0.6566666666666666,19.7,0.0
0248-IPDFW,0.0,Femenino,0,0,0,1,1,Yes,DSL,No,No,No,No,No,No,Mensual,1,Cheque Electrónico,50.1,1.6700000000000002,50.1,0.0
0248-PGHBZ,0.0,Femenino,1,0,0,67,1,No,Fibra Óptica,Yes,Yes,No,Yes,Yes,No,Bienal,1,Transferencia Bancaria,92.45,3.0816666666666666,6140.85,0.0
0253-ZTEOB,0.0,Femenino,0,1,1,48,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Bienal,0,Cheque Electrónico,79.65,2.6550000000000002,3870.3,0.0
0254-FNMCI,0.0,Femenino,0,0,0,72,1,No,Fibra Óptica,Yes,Yes,Yes,Yes,Yes,Yes,Bienal,1,Cheque Electrónico,109.9,3.6633333333333336,7624.2,0.0
0254-KCJGT,0.0,Masculino,0,1,0,52,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Anual,1,Tarjeta de Crédito,81.4,2.7133333333333334,4354.45,0.0
0254-WWRKD,0.0,Femenino,0,1,1,67,1,No,DSL,No,Yes,No,No,No,No,Anual,0,Tarjeta de Crédito,50.55,1.6849999999999998,3431.75,0.0
0256-LTHVJ,1.0,Femenino,0,1,1,28,1,No,Fibra Óptica,No,No,No,No,No,Yes,Mensual,1,Cheque Electrónico,81.05,2.7016666666666667,2227.1,0.0
0257-KXZGU,0.0,Femenino,0,1,1,32,1,Yes,DSL,No,Yes,Yes,No,No,No,Mensual,0,Transferencia Bancaria,62.45,2.0816666666666666,2045.55,0.0
0257-ZESQC,1.0,Femenino,1,1,0,27,1,No,Fibra Óptica,Yes,No,No,No,No,No,Mensual,1,Transferencia Bancaria,75.2,2.506666666666667,1929.35,0.0
0258-NOKBL,0.0,Masculino,0,0,0,3,1,No,Fibra Óptica,No,Yes,Yes,No,No,Yes,Mensual,0,Cheque Electrónico,90.4,3.0133333333333336,268.45,0.0
0259-GBZSH,1.0,Masculino,0,0,0,2,1,Yes,Fibra Óptica,No,No,No,No,Yes,No,Mensual,1,Cheque Electrónico,85.65,2.855,181.5,0.0
0260-ZDLGK,1.0,Femenino,0,0,1,9,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Mensual,1,Cheque por Correo,72.9,2.43,651.4,0.0
0263-FJTQO,0.0,Masculino,0,1,1,50,1,Yes,DSL,Yes,No,No,Yes,Yes,No,Bienal,1,Tarjeta de Crédito,70.5,2.35,3486.65,0.0
0264-CNITK,0.0,Femenino,0,1,1,71,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Transferencia Bancaria,20.1,0.67,1389.6,0.0
0265-EDXBD,1.0,Masculino,1,1,0,32,1,Yes,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Cheque Electrónico,74.9,2.496666666666667,2303.35,0.0
0265-PSUAE,0.0,Femenino,0,1,1,16,1,No,Fibra Óptica,Yes,No,Yes,No,Yes,Yes,Mensual,0,Transferencia Bancaria,100.7,3.356666666666667,1522.7,0.0
0266-CLZKZ,0.0,Femenino,0,1,1,67,1,Yes,Fibra Óptica,No,No,Yes,Yes,Yes,Yes,Bienal,1,Transferencia Bancaria,105.65,3.521666666666667,6717.9,0.0
0266-GMEAO,0.0,Masculino,0,1,1,72,1,Yes,Fibra Óptica,Yes,Yes,Yes,Yes,Yes,Yes,Bienal,1,Tarjeta de Crédito,114.3,3.81,8058.55,0.0
0268-QKIWO,1.0,Femenino,0,0,0,3,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Cheque Electrónico,19.75,0.6583333333333333,58.85,0.0
0269-XFESX,0.0,Masculino,0,1,1,23,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,0,Cheque por Correo,24.35,0.8116666666666668,538.5,0.0
0270-THENM,0.0,Masculino,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Bienal,0,Transferencia Bancaria,69.85,2.328333333333333,5102.35,0.0
0274-JKUJR,0.0,Masculino,0,1,1,7,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Mensual,0,Cheque por Correo,58.85,1.9616666666666667,465.7,0.0
0274-VVQOQ,,Masculino,1,1,0,65,1,Yes,Fibra Óptica,No,Yes,Yes,No,Yes,Yes,Anual,1,Transferencia Bancaria,103.15,3.4383333333333335,6792.45,0.0
0277-BKSQP,0.0,Masculino,0,1,1,8,1,No,DSL,No,No,No,No,Yes,No,Mensual,1,Cheque Electrónico,54.4,1.8133333333333332,475.1,0.0
0277-ORXQS,0.0,Masculino,0,1,1,66,0,No phone service,DSL,No,No,No,Yes,Yes,Yes,Bienal,0,Transferencia Bancaria,50.55,1.6849999999999998,3364.55,0.0
0278-YXOOG,1.0,Masculino,0,0,0,5,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Cheque por Correo,21.05,0.7016666666666667,113.85,0.0
0280-XJGEX,1.0,Masculino,0,0,0,49,1,Yes,Fibra Óptica,No,Yes,Yes,No,Yes,Yes,Mensual,1,Transferencia Bancaria,103.7,3.4566666666666666,5036.3,0.0
0281-CNTZX,0.0,Masculino,0,1,0,63,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,1,Transferencia Bancaria,19.95,0.6649999999999999,1234.8,0.0
0282-NVSJS,0.0,Femenino,1,1,1,12,0,No phone service,DSL,No,No,No,Yes,No,No,Mensual,1,Cheque por Correo,29.3,0.9766666666666667,355.9,0.0
0285-INHLN,0.0,Masculino,0,1,1,27,1,No,DSL,Yes,Yes,No,No,No,No,Mensual,1,Tarjeta de Crédito,54.75,1.825,1510.3,0.0
0289-IVARM,0.0,Femenino,0,0,0,35,1,No,DSL,Yes,Yes,Yes,No,No,No,Mensual,0,Cheque Electrónico,60.55,2.018333333333333,1982.6,0.0
0292-WEGCH,0.0,Femenino,0,1,1,54,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Mensual,1,Cheque Electrónico,86.2,2.8733333333333335,4524.05,0.0
0295-PPHDO,1.0,Masculino,0,0,0,1,1,Yes,Fibra Óptica,No,No,No,No,Yes,Yes,Mensual,1,Cheque Electrónico,95.45,3.1816666666666666,95.45,0.0
0295-QVKPB,0.0,Masculino,0,0,0,5,1,No,DSL,No,No,Yes,Yes,Yes,No,Mensual,1,Tarjeta de Crédito,63.95,2.131666666666667,318.1,0.0
0297-RBCSG,0.0,Masculino,0,0,0,19,1,No,DSL,No,Yes,No,Yes,No,Yes,Anual,1,Transferencia Bancaria,65.35,2.1783333333333332,1231.85,0.0
0298-XACET,0.0,Masculino,0,1,1,52,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Bienal,0,Cheque por Correo,50.2,1.6733333333333333,2554.0,0.0
0301-FIDRB,0.0,Femenino,0,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bienal,1,Transferencia Bancaria,63.8,2.1266666666666665,4684.3,0.0
0301-KOBTQ,0.0,Masculino,0,0,0,32,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,1,Transferencia Bancaria,20.05,0.6683333333333333,614.45,0.0
0302-JOIVN,1.0,Femenino,0,1,0,8,1,No,Fibra Óptica,No,Yes,Yes,No,Yes,Yes,Mensual,0,Cheque Electrónico,101.15,3.371666666666667,842.9,0.0
0303-UNCIP,0.0,Masculino,0,0,0,41,1,Yes,DSL,No,No,Yes,No,No,Yes,Anual,0,Cheque por Correo,65.0,2.1666666666666665,2531.8,0.0
0303-WMMRN,0.0,Masculino,0,0,0,5,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,1,Cheque por Correo,19.25,0.6416666666666667,86.05,0.0
0305-SQECB,0.0,Femenino,0,0,1,11,0,No phone service,DSL,Yes,No,No,Yes,No,No,Anual,1,Cheque por Correo,36.05,1.2016666666666667,402.6,0.0
0306-JAELE,1.0,Masculino,0,0,0,5,1,No,Fibra Óptica,No,No,No,Yes,Yes,Yes,Mensual,1,Cheque Electrónico,96.1,3.203333333333333,453.4,0.0
0307-BCOPK,0.0,Femenino,0,0,0,16,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,0,Cheque por Correo,19.05,0.635,326.65,0.0
0308-GIQJT,0.0,Masculino,1,0,0,71,1,Yes,Fibra Óptica,No,Yes,No,Yes,Yes,Yes,Anual,0,Transferencia Bancaria,105.75,3.525,7382.85,0.0
0308-IVGOK,0.0,Femenino,0,0,0,11,0,No phone service,DSL,No,Yes,Yes,Yes,No,No,Anual,1,Tarjeta de Crédito,40.4,1.3466666666666667,422.6,0.0
0310-MVLET,1.0,Femenino,0,1,1,61,1,Yes,Fibra Óptica,No,Yes,No,No,Yes,Yes,Mensual,1,Cheque Electrónico,99.15,3.305,6010.05,0.0
0310-SUCIN,0.0,Femenino,0,1,0,71,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Anual,1,Transferencia Bancaria,84.8,2.8266666666666667,6046.1,0.0
0310-VQXAM,0.0,Masculino,0,0,0,9,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Cheque por Correo,19.85,0.6616666666666667,178.8,0.0
0311-QYWSS,0.0,Femenino,0,0,0,6,1,No,DSL,Yes,No,No,No,No,No,Mensual,1,Cheque Electrónico,49.45,1.6483333333333334,314.6,0.0
0311-UNPFF,1.0,Femenino,0,0,0,26,1,No,Fibra Óptica,No,No,No,No,Yes,Yes,Mensual,1,Transferencia Bancaria,88.8,2.96,2274.35,0.0
0314-TKOSI,0.0,Femenino,0,0,0,6,1,No,DSL,Yes,Yes,No,No,No,No,Mensual,0,Cheque por Correo,55.15,1.8383333333333334,322.9,0.0
0315-LVCRK,0.0,Masculino,0,0,0,11,1,No,Fibra Óptica,No,No,Yes,No,No,Yes,Mensual,0,Cheque Electrónico,84.8,2.8266666666666667,888.75,0.0
0318-QUUOB,1.0,Masculino,0,1,0,1,1,No,Fibra Óptica,No,No,No,No,Yes,No,Mensual,1,Cheque Electrónico,80.55,2.685,80.55,0.0
0318-ZOPWS,0.0,Femenino,0,1,0,49,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,1,Transferencia Bancaria,20.15,0.6716666666666666,973.35,0.0
0319-QZTCO,0.0,Femenino,0,1,1,3,1,No,DSL,No,Yes,No,No,Yes,No,Mensual,1,Tarjeta de Crédito,58.7,1.9566666666666668,168.6,0.0
0320-DWVTU,0.0,Femenino,0,0,0,53,1,No,Fibra Óptica,Yes,Yes,Yes,Yes,No,Yes,Bienal,0,Cheque por Correo,99.5,3.316666666666667,5424.25,0.0
0320-JDNQG,1.0,Masculino,0,1,1,23,1,No,Fibra Óptica,Yes,No,No,Yes,Yes,Yes,Mensual,1,Cheque Electrónico,99.85,3.328333333333333,2331.3,0.0
0322-CHQRU,1.0,Masculino,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Mensual,0,Cheque Electrónico,45.35,1.5116666666666667,89.5,0.0
0322-YINQP,1.0,Masculino,0,0,0,1,1,No,DSL,Yes,No,No,No,No,No,Mensual,1,Cheque por Correo,48.55,1.6183333333333332,48.55,0.0
0323-XWWTN,0.0,Masculino,0,0,1,3,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,1,Cheque por Correo,26.4,0.88,121.25,0.0
0324-BRPCJ,1.0,Femenino,1,1,0,68,1,Yes,Fibra Óptica,No,Yes,No,No,Yes,Yes,Mensual,1,Cheque Electrónico,100.2,3.3400000000000003,6851.65,0.0
0325-XBFAC,1.0,Masculino,0,0,0,8,1,No,Fibra Óptica,No,No,Yes,No,Yes,Yes,Mensual,1,Cheque Electrónico,94.7,3.1566666666666667,740.3,0.0
0326-VDYXE,0.0,Femenino,0,1,0,70,1,Yes,Fibra Óptica,No,No,Yes,No,Yes,Yes,Anual,1,Cheque Electrónico,97.65,3.2550000000000003,6982.5,0.0
0327-WFZSY,0.0,Masculino,0,1,1,39,1,Yes,Fibra Óptica,No,No,Yes,No,Yes,Yes,Anual,0,Cheque Electrónico,100.0,3.3333333333333335,3835.55,0.0
0328-GRPMV,1.0,Femenino,0,0,0,1,1,No,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Cheque Electrónico,70.1,2.3366666666666664,70.1,0.0
0328-IBUPK,,Femenino,0,1,1,51,0,No phone service,DSL,Yes,No,No,Yes,No,No,Bienal,0,Transferencia Bancaria,34.2,1.1400000000000001,1782.0,0.0
0329-GTIAJ,1.0,Femenino,0,0,0,3,1,No,Fibra Óptica,No,Yes,No,Yes,Yes,Yes,Mensual,1,Cheque Electrónico,97.9,3.2633333333333336,315.3,0.0
0330-BGYZE,0.0,Masculino,0,1,0,60,1,Yes,Fibra Óptica,No,Yes,Yes,No,Yes,Yes,Anual,0,Transferencia Bancaria,102.5,3.4166666666666665,6157.6,0.0
0330-IVZHA,1.0,Femenino,0,1,0,5,1,No,Fibra Óptica,No,No,No,No,No,No,Mensual,0,Cheque Electrónico,69.95,2.3316666666666666,330.15,0.0
0334-GDDSO,1.0,Masculino,1,0,0,3,1,Yes,Fibra Óptica,No,Yes,No,No,No,No,Mensual,1,Cheque Electrónico,81.35,2.7116666666666664,233.7,0.0
0334-ZFJSR,0.0,Femenino,0,1,0,55,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Anual,1,Tarjeta de Crédito,66.05,2.2016666666666667,3462.1,0.0
0336-KXKFK,0.0,Masculino,0,0,0,72,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Bienal,1,Tarjeta de Crédito,61.2,2.04,4390.25,0.0
0336-PIKEI,0.0,Masculino,1,1,0,72,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Bienal,0,Transferencia Bancaria,74.4,2.48,5360.75,0.0
0337-CNPZE,1.0,Femenino,0,0,0,41,1,Yes,Fibra Óptica,No,Yes,Yes,No,Yes,Yes,Mensual,1,Cheque Electrónico,106.3,3.5433333333333334,4443.45,0.0
0343-QLUZP,0.0,Masculino,0,0,0,60,0,No phone service,DSL,Yes,Yes,Yes,No,No,No,Bienal,0,Transferencia Bancaria,39.6,1.32,2424.5,0.0
0345-HKJVM,1.0,Femenino,0,0,0,6,1,No,Fibra Óptica,No,No,No,No,Yes,Yes,Mensual,0,Cheque Electrónico,89.3,2.9766666666666666,577.6,0.0
0345-XMMUG,0.0,Femenino,0,1,0,46,1,Yes,Fibra Óptica,No,Yes,Yes,Yes,Yes,Yes,Bienal,1,Tarjeta de Crédito,108.9,3.6300000000000003,4854.3,0.0
0347-UBKUZ,0.0,Femenino,0,0,0,15,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Cheque por Correo,19.9,0.6633333333333333,320.45,0.0
0348-SDKOL,1.0,Femenino,0,1,0,58,1,Yes,Fibra Óptica,No,No,Yes,Yes,Yes,Yes,Mensual,1,Tarjeta de Crédito,102.1,3.4033333333333333,5885.4,0.0
0354-VXMJC,0.0,Masculino,0,1,1,23,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Tarjeta de Crédito,19.6,0.6533333333333334,426.65,0.0
0354-WYROK,1.0,Femenino,1,1,1,31,1,No,Fibra Óptica,No,No,Yes,Yes,Yes,Yes,Mensual,1,Cheque Electrónico,98.9,3.296666666666667,2911.3,0.0
0356-ERHVT,0.0,Masculino,0,1,0,11,1,No,DSL,No,No,No,No,No,No,Mensual,1,Transferencia Bancaria,45.9,1.53,521.9,0.0
0356-OBMAC,0.0,Femenino,1,0,0,56,1,Yes,Fibra Óptica,No,Yes,Yes,Yes,Yes,No,Bienal,1,Transferencia Bancaria,99.9,3.33,5706.3,0.0
0357-NVCRI,0.0,Femenino,0,0,1,25,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Tarjeta de Crédito,20.05,0.6683333333333333,471.7,0.0
0361-HJRDX,0.0,Femenino,0,0,0,68,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bienal,0,Tarjeta de Crédito,64.35,2.145,4539.6,0.0
0362-RAOQO,0.0,Femenino,0,0,0,40,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Tarjeta de Crédito,19.65,0.6549999999999999,830.25,0.0
0362-ZBZWJ,1.0,Masculino,0,0,0,36,1,Yes,Fibra Óptica,No,No,No,No,No,Yes,Mensual,1,Cheque Electrónico,84.9,2.83,3067.2,0.0
0363-QJVFX,1.0,Masculino,0,0,0,32,1,Yes,Fibra Óptica,Yes,Yes,No,Yes,Yes,Yes,Mensual,1,Tarjeta de Crédito,108.15,3.605,3432.9,0.0
0363-SVHYR,0.0,Masculino,0,1,1,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bienal,0,Transferencia Bancaria,86.85,2.895,6263.8,0.0
0365-BZUWY,0.0,Masculino,0,1,0,17,1,Yes,Fibra Óptica,No,Yes,Yes,No,Yes,Yes,Mensual,1,Cheque Electrónico,102.55,3.4183333333333334,1742.5,0.0
0365-GXEZS,0.0,Masculino,0,1,0,18,1,No,Fibra Óptica,No,No,Yes,Yes,No,No,Mensual,0,Cheque Electrónico,78.2,2.606666666666667,1468.75,0.0
0365-TRTPY,0.0,Femenino,0,0,0,37,1,Yes,Fibra Óptica,Yes,Yes,Yes,No,No,No,Mensual,0,Transferencia Bancaria,91.2,3.04,3382.3,0.0
0366-NQSHS,0.0,Masculino,0,0,0,2,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Cheque por Correo,19.35,0.645,46.35,0.0
0369-ZGOVK,0.0,Femenino,0,1,1,28,1,No,Fibra Óptica,No,No,No,No,No,No,Anual,1,Transferencia Bancaria,70.4,2.3466666666666667,1992.2,0.0
0373-AIVNJ,0.0,Masculino,0,0,0,9,0,No phone service,DSL,Yes,Yes,Yes,No,No,No,Anual,0,Cheque por Correo,39.55,1.3183333333333331,373.0,0.0
0374-AACSZ,0.0,Femenino,0,0,0,1,1,No,DSL,Yes,No,No,No,No,No,Mensual,0,Cheque Electrónico,50.15,1.6716666666666666,50.15,0.0
0374-FIUCA,0.0,Masculino,0,1,0,65,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,1,Tarjeta de Crédito,20.4,0.6799999999999999,1414.45,0.0
0374-IOEGQ,0.0,Femenino,0,0,0,3,1,No,DSL,No,No,No,No,No,No,Mensual,0,Cheque Electrónico,44.6,1.4866666666666668,122.7,0.0
0375-HVGXO,1.0,Femenino,0,0,0,1,0,No phone service,DSL,No,No,No,No,Yes,No,Mensual,1,Cheque Electrónico,34.7,1.1566666666666667,34.7,0.0
0376-OIWME,0.0,Masculino,0,1,0,36,1,No,Fibra Óptica,Yes,No,No,No,Yes,Yes,Mensual,1,Cheque Electrónico,93.6,3.1199999999999997,3366.05,0.0
0376-YMCJC,1.0,Masculino,0,0,0,23,1,Yes,Fibra Óptica,No,No,No,Yes,Yes,No,Mensual,1,Cheque Electrónico,90.6,3.02,1943.2,0.0
0377-JBKKT,0.0,Masculino,0,1,1,22,1,No,DSL,Yes,Yes,No,Yes,No,No,Mensual,1,Cheque por Correo,57.95,1.9316666666666669,1271.8,0.0
0378-CJKPV,0.0,Femenino,0,1,0,72,1,Yes,Fibra Óptica,Yes,Yes,Yes,Yes,Yes,Yes,Bienal,0,Tarjeta de Crédito,112.1,3.7366666666666664,7965.95,0.0
0378-NHQXU,1.0,Femenino,0,1,1,17,1,Yes,Fibra Óptica,No,No,Yes,No,Yes,No,Mensual,0,Cheque Electrónico,88.25,2.941666666666667,1460.65,0.0
0378-TOVMS,1.0,Femenino,0,0,0,3,1,No,Fibra Óptica,No,No,No,Yes,No,Yes,Mensual,0,Cheque Electrónico,85.8,2.86,272.2,0.0
0378-XSZPU,1.0,Masculino,0,1,0,58,1,No,DSL,Yes,Yes,Yes,No,No,No,Anual,0,Tarjeta de Crédito,60.3,2.01,3563.8,0.0
0379-DJQHR,0.0,Masculino,0,1,1,67,1,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Bienal,0,Tarjeta de Crédito,81.35,2.7116666666666664,5398.6,0.0
0380-NEAVX,0.0,Masculino,1,0,0,34,1,No,Fibra Óptica,No,Yes,Yes,No,Yes,Yes,Anual,1,Cheque Electrónico,99.85,3.328333333333333,3343.15,0.0
0380-ZCSBI,0.0,Masculino,0,0,0,10,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Tarjeta de Crédito,20.0,0.6666666666666666,198.7,0.0
0383-CLDDA,0.0,Femenino,0,0,0,69,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Bienal,1,Tarjeta de Crédito,85.35,2.8449999999999998,5897.4,0.0
0384-LPITE,0.0,Masculino,0,0,0,40,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Anual,0,Tarjeta de Crédito,62.05,2.0683333333333334,2511.55,0.0
0384-RVBPI,0.0,Masculino,0,0,0,20,1,No,DSL,Yes,No,Yes,No,No,Yes,Mensual,0,Tarjeta de Crédito,64.4,2.146666666666667,1398.6,0.0
0386-CWRGM,0.0,Femenino,0,1,1,46,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Cheque por Correo,19.4,0.6466666666666666,967.85,0.0
0388-EOPEX,1.0,Femenino,0,1,0,2,1,No,Fibra Óptica,Yes,No,No,No,No,No,Mensual,1,Cheque Electrónico,74.4,2.48,139.4,0.0
0390-DCFDQ,1.0,Femenino,1,1,0,1,1,No,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Cheque por Correo,70.45,2.3483333333333336,70.45,0.0
0392-BZIUW,0.0,Femenino,0,1,0,72,1,Yes,Fibra Óptica,Yes,No,Yes,No,Yes,Yes,Bienal,1,Tarjeta de Crédito,105.0,3.5,7589.8,0.0
0394-YONDK,0.0,Masculino,0,1,1,70,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Tarjeta de Crédito,25.15,0.8383333333333333,1790.15,0.0
0396-HUJBP,0.0,Femenino,0,0,0,2,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Cheque por Correo,19.3,0.6433333333333333,44.4,0.0
0396-UKGAI,0.0,Masculino,0,0,1,23,1,No,DSL,No,Yes,No,Yes,No,No,Mensual,1,Transferencia Bancaria,55.3,1.8433333333333333,1284.2,0.0
0396-YCHWO,0.0,Masculino,0,1,0,36,1,Yes,Fibra Óptica,No,No,No,No,Yes,Yes,Mensual,1,Cheque Electrónico,95.4,3.18,3474.2,0.0
0397-GZBBC,1.0,Masculino,1,1,0,59,1,Yes,Fibra Óptica,No,No,No,No,Yes,Yes,Mensual,1,Transferencia Bancaria,93.85,3.128333333333333,5574.75,0.0
0397-ZXWQF,0.0,Masculino,0,0,0,67,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Transferencia Bancaria,20.5,0.6833333333333333,1430.95,0.0
0401-WDBXM,0.0,Masculino,0,1,1,72,1,Yes,Fibra Óptica,Yes,No,Yes,No,Yes,Yes,Bienal,1,Transferencia Bancaria,105.55,3.518333333333333,7542.25,0.0
0402-CQAJN,1.0,Femenino,0,0,0,37,1,Yes,Fibra Óptica,No,Yes,Yes,No,Yes,Yes,Mensual,1,Transferencia Bancaria,101.9,3.396666666666667,3545.35,0.0
0402-OAMEN,0.0,Femenino,0,1,1,72,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Transferencia Bancaria,24.45,0.815,1709.1,0.0
0404-AHASP,0.0,Masculino,0,1,0,72,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Tarjeta de Crédito,19.7,0.6566666666666666,1421.9,0.0
0404-SWRVG,1.0,Masculino,0,0,0,3,1,Yes,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Cheque Electrónico,74.4,2.48,229.55,0.0
